employee_number,first_name,last_name,title,from_date,salary,emp_count
71528,Marjo,Deverell,Engineer,1997-10-07,48609,1369
86715,Katsuo,Farrag,Engineer,1997-10-07,48888,1369
475348,Kazunori,Merkl,Engineer,1997-10-05,56863,1370
18322,Tonia,Lueh,Engineer,1997-10-04,40000,1371
107340,JiYoung,Peroz,Engineer,1997-10-03,40000,1376
40486,Leen,Kopetz,Engineer,1997-10-03,56273,1376
438050,Foong,Waterhouse,Engineer,1997-10-03,40000,1376
26396,Jinxi,Bresenham,Engineer,1997-10-03,53684,1376
470716,Munehiko,Nitsche,Engineer,1997-10-03,68962,1376
493822,Yechezkel,Chappelet,Engineer,1997-10-02,63732,1378
442593,Geoffrey,Hockney,Engineer,1997-10-02,59569,1378
296481,Conal,Lunt,Engineer,1997-10-01,44265,1379
258436,Sanjai,McClure,Engineer,1997-09-29,40700,1381
55230,Howell,Gonthier,Engineer,1997-09-29,40000,1381
284304,Nirmal,Malabarba,Engineer,1997-09-28,40000,1382
272627,Naraig,Chvatal,Engineer,1997-09-27,70603,1385
425529,Lubomir,Luce,Engineer,1997-09-27,43986,1385
237477,Werner,Lindqvist,Engineer,1997-09-27,53183,1385
56034,Hinrich,Jayawardene,Engineer,1997-09-26,47256,1388
79285,Bingning,Lieblein,Engineer,1997-09-26,49127,1388
460588,Chuanyi,DasSarma,Engineer,1997-09-26,40000,1388
277835,Arup,Wixon,Engineer,1997-09-25,55498,1390
274893,Sverrir,Kropatsch,Engineer,1997-09-25,76796,1390
66336,Youjian,Sidje,Engineer,1997-09-24,41301,1391
446314,Yuguang,Speek,Engineer,1997-09-23,51271,1392
51113,Evgueni,Camurati,Engineer,1997-09-22,40000,1393
458653,Stabislas,Haddadi,Engineer,1997-09-21,59211,1395
493662,Badri,Silva,Engineer,1997-09-21,41995,1395
65466,Mona,Lagarias,Engineer,1997-09-20,49422,1397
88987,Miomir,Prenel,Engineer,1997-09-20,55482,1397
50275,Cordelia,Ohori,Engineer,1997-09-19,47111,1398
86862,Pascal,Fetvedt,Engineer,1997-09-17,43765,1399
449069,Gilbert,Gadepally,Engineer,1997-09-16,45465,1400
220271,Hideo,Motley,Engineer,1997-09-15,56301,1401
271436,Fei,Cummings,Engineer,1997-09-14,40000,1402
486826,Utz,Erdi,Engineer,1997-09-13,40000,1404
247942,Marjo,Merle,Engineer,1997-09-13,63464,1404
448334,Rasikan,Turnbull,Engineer,1997-09-12,41901,1407
433628,Vishu,Copas,Engineer,1997-09-12,44618,1407
456840,Lubomir,Papadias,Engineer,1997-09-12,70680,1407
48811,Subhada,Zlotek,Engineer,1997-09-11,56929,1409
475947,Kwangjo,Chimia,Engineer,1997-09-11,44202,1409
279435,Mayumi,Wilharm,Engineer,1997-09-10,60060,1410
271575,Karoline,Tsunoo,Engineer,1997-09-09,40000,1411
470364,Pranas,Munawer,Engineer,1997-09-08,40000,1412
251272,Akeel,Heuser,Engineer,1997-09-07,40000,1417
260007,Ute,McAffer,Engineer,1997-09-07,48537,1417
205653,Serif,Fiebach,Engineer,1997-09-07,63797,1417
290083,Giap,Veevers,Engineer,1997-09-07,48147,1417
212880,Sreekrishna,Hofting,Engineer,1997-09-07,45936,1417
405386,Sakthirel,Vigier,Engineer,1997-09-06,40000,1418
405204,Kwan,Bade,Engineer,1997-09-05,40000,1420
17711,Owen,Katiyar,Engineer,1997-09-05,49277,1420
238105,Mikhail,Socorro,Engineer,1997-09-02,40885,1424
495382,Radhia,Rattan,Engineer,1997-09-02,55647,1424
219716,Shuji,Linares,Engineer,1997-09-02,48528,1424
416174,Shay,Kuhnemann,Engineer,1997-09-02,40000,1424
467728,Chaosheng,Rodiger,Engineer,1997-09-01,40000,1427
403457,Aloke,Percebois,Engineer,1997-09-01,40000,1427
233892,Tiina,Siochi,Engineer,1997-09-01,44266,1427
492731,Valery,Valiente,Engineer,1997-08-31,56869,1429
286490,Gill,Ranai,Engineer,1997-08-31,71935,1429
455088,Alenka,Sevcikova,Engineer,1997-08-30,40000,1431
403411,Bingning,Kadhim,Engineer,1997-08-30,49715,1431
237463,Becky,Buescher,Engineer,1997-08-29,52885,1432
451940,Tomoyuki,Litecky,Engineer,1997-08-28,40000,1434
104144,Gilbert,Staelin,Engineer,1997-08-28,40000,1434
206468,Hidefumi,Crouzet,Engineer,1997-08-25,52322,1436
446982,Ipke,Siegrist,Engineer,1997-08-25,58655,1436
211599,Heekeun,Picaronny,Engineer,1997-08-24,69546,1439
215680,Lokesh,Billingsley,Engineer,1997-08-24,40000,1439
464935,Nimmagadda,Ranst,Engineer,1997-08-24,40000,1439
276378,Wanqing,Luiz,Engineer,1997-08-23,40000,1440
201810,Sadegh,Syang,Engineer,1997-08-22,58502,1443
277916,Satoru,Cullers,Engineer,1997-08-22,40000,1443
263510,Deniz,Bolotov,Engineer,1997-08-22,43008,1443
498680,Jaewon,Vadhan,Engineer,1997-08-21,50515,1445
423007,DAIDA,Przulj,Engineer,1997-08-21,40000,1445
25244,Ayonca,Rosay,Engineer,1997-08-17,40000,1446
15329,Fan,Openshaw,Engineer,1997-08-16,41839,1448
20456,Sigeru,Highland,Engineer,1997-08-16,46657,1448
460902,Nimmagadda,Aamodt,Engineer,1997-08-15,45509,1449
441008,Dines,Weiland,Engineer,1997-08-14,51133,1452
12504,Adly,Rosaz,Engineer,1997-08-14,40000,1452
71732,Arra,Highland,Engineer,1997-08-14,50205,1452
228999,Fen,Birsak,Engineer,1997-08-13,58424,1455
440795,Malu,Hemaspaandra,Engineer,1997-08-13,46272,1455
27337,Mads,Undy,Engineer,1997-08-13,76666,1455
98852,Arno,Rissland,Engineer,1997-08-12,56812,1456
65108,Hirochika,Lunn,Engineer,1997-08-11,40000,1458
415518,Jinpo,Nicolson,Engineer,1997-08-11,40000,1458
89457,Kousuke,Peir,Engineer,1997-08-10,41012,1460
295658,Akeno,Decleir,Engineer,1997-08-10,40000,1460
427899,Angus,Mitzlaff,Engineer,1997-08-09,46335,1462
102609,Chaoyi,Felder,Engineer,1997-08-09,43987,1462
92285,Mart,Benaini,Engineer,1997-08-08,61890,1465
287373,Mabry,Beznosov,Engineer,1997-08-08,57103,1465
36174,Saeko,Escriba,Engineer,1997-08-08,68190,1465
79290,Mohit,Perelgut,Engineer,1997-08-07,41408,1466
16076,Marko,Ebeling,Engineer,1997-08-06,47061,1468
415100,Armond,Antonakopoulos,Engineer,1997-08-06,40000,1468
441529,Kazuhiko,Tasistro,Engineer,1997-08-05,66588,1470
405639,Godehard,Lienhardt,Engineer,1997-08-05,46357,1470
41593,Susuma,Grabner,Engineer,1997-08-04,40000,1471
107262,Feiyu,Butterworth,Engineer,1997-08-03,40000,1474
251518,Duke,Perng,Engineer,1997-08-03,59217,1474
475477,Guozhong,Dratva,Engineer,1997-08-03,43005,1474
84748,Jianhao,Crelier,Engineer,1997-08-02,40000,1476
89333,Mona,Iisaka,Engineer,1997-08-02,40000,1476
89507,Diederik,Orlowska,Engineer,1997-08-01,40000,1477
257262,Geraldo,Cusworth,Engineer,1997-07-31,62316,1479
30571,Ziva,Bonifati,Engineer,1997-07-31,40000,1479
431055,Rildo,Vilarrasa,Engineer,1997-07-27,65855,1481
39134,Reinhard,Vidal,Engineer,1997-07-27,49727,1481
28726,Marie,Veldwijk,Engineer,1997-07-26,54207,1482
44988,Oldrich,Kleiser,Engineer,1997-07-24,59873,1486
86045,Leah,Kavanagh,Engineer,1997-07-24,46795,1486
407775,Khedija,Waeselynck,Engineer,1997-07-24,40000,1486
222067,Gift,Gaughan,Engineer,1997-07-24,40000,1486
97913,Saeko,Staylopatis,Engineer,1997-07-23,40000,1487
241328,Murthy,Shinomoto,Engineer,1997-07-21,40000,1491
103184,Yongdong,Garnham,Engineer,1997-07-21,40000,1491
105259,Mohamadou,Wiegley,Engineer,1997-07-21,66711,1491
23007,Hyuckchul,Spell,Engineer,1997-07-21,63693,1491
284538,Joydip,Leaver,Engineer,1997-07-20,40000,1492
67653,Mabo,Rathonyi,Engineer,1997-07-18,49386,1493
58136,Lidong,Tsunoo,Engineer,1997-07-17,40000,1494
211854,Eishiro,Rosar,Engineer,1997-07-15,40000,1495
294883,Paraskevi,Fabrizio,Engineer,1997-07-14,80722,1498
227048,Arco,Cincotta,Engineer,1997-07-14,46956,1498
282317,Taegyun,Llado,Engineer,1997-07-14,46113,1498
468266,Cathie,Wilfing,Engineer,1997-07-13,69862,1499
19617,Mircea,Landherr,Engineer,1997-07-09,43394,1501
218864,Anestis,Taubenfeld,Engineer,1997-07-09,40000,1501
91722,Yonghoan,Dolinsky,Engineer,1997-07-08,40000,1503
25858,Tzu,Hitomi,Engineer,1997-07-08,40000,1503
213357,Collette,Businaro,Engineer,1997-07-07,42262,1504
49994,Dhritiman,Ramamoorthy,Engineer,1997-07-06,43953,1506
48327,Udaiprakash,Fandrianto,Engineer,1997-07-06,51868,1506
427075,Berry,Cunliffe,Engineer,1997-07-05,51224,1509
256394,Takahiro,Tagansky,Engineer,1997-07-05,47053,1509
426786,Tesuro,Choobineh,Engineer,1997-07-05,47513,1509
88060,Emdad,Ferriere,Engineer,1997-07-04,72202,1511
248000,Turgut,Thorensen,Engineer,1997-07-04,40000,1511
496302,Adas,Plesums,Engineer,1997-07-03,42309,1512
405924,Udi,Nooteboom,Engineer,1997-07-02,47731,1513
280900,Odinaldo,Ramsay,Engineer,1997-06-29,41433,1515
74048,Krister,Mandell,Engineer,1997-06-29,40000,1515
37039,Dinah,Diderrich,Engineer,1997-06-27,40000,1519
407327,Zdislav,Kaelbling,Engineer,1997-06-27,83366,1519
45601,Rafael,Spell,Engineer,1997-06-27,48687,1519
476922,Idoia,Kobuchi,Engineer,1997-06-27,63001,1519
109284,Mingdong,Junot,Engineer,1997-06-26,40000,1520
432502,Kerhong,Kalefeld,Engineer,1997-06-25,42595,1521
429642,Kagan,Slutz,Engineer,1997-06-24,40000,1522
409920,Maya,Hofman,Engineer,1997-06-23,40000,1523
247731,Khatoun,Kopetz,Engineer,1997-06-22,40000,1526
208898,Ebru,Homond,Engineer,1997-06-22,58870,1526
453706,Masoud,Ritcey,Engineer,1997-06-22,54769,1526
33221,Makato,Demri,Engineer,1997-06-21,40000,1527
75832,Guiseppe,Sherertz,Engineer,1997-06-19,52362,1528
278332,Mototsugu,Baezner,Engineer,1997-06-18,56905,1532
17657,Thanasis,Zucker,Engineer,1997-06-18,43935,1532
475327,Arve,Sommer,Engineer,1997-06-18,40000,1532
42681,Radhakrishnan,Molenkamp,Engineer,1997-06-18,54461,1532
100072,Fan,Zeleznik,Engineer,1997-06-17,40248,1533
100138,Changho,Prenel,Engineer,1997-06-16,43804,1535
470343,Godehard,Kaelbling,Engineer,1997-06-16,40000,1535
466272,Pohua,DeMori,Engineer,1997-06-14,64477,1536
415828,Vishv,Feldhoffer,Engineer,1997-06-13,50264,1538
465956,Arto,Erbe,Engineer,1997-06-13,40000,1538
37896,Kristinn,Hebert,Engineer,1997-06-12,40000,1540
21675,Vishu,Genin,Engineer,1997-06-12,40000,1540
495666,Angus,Kowalchuk,Engineer,1997-06-11,47107,1544
432973,Zissis,Maccarone,Engineer,1997-06-11,58229,1544
48772,Sanjai,Hoogerwoord,Engineer,1997-06-11,47335,1544
54972,Leon,Underwood,Engineer,1997-06-11,40000,1544
56818,Venkatesan,Imataki,Engineer,1997-06-10,40000,1546
241887,Sushant,Sewelson,Engineer,1997-06-10,40000,1546
15821,Aleksander,Antonakopoulos,Engineer,1997-06-09,40000,1547
86308,Dipankar,Muhling,Engineer,1997-06-08,40000,1551
451063,Sibyl,Irland,Engineer,1997-06-08,42229,1551
89240,Arfst,Ecklund,Engineer,1997-06-08,56730,1551
235282,Falguni,Munch,Engineer,1997-06-08,40000,1551
485189,Sigeru,Kemmerer,Engineer,1997-06-07,40000,1553
408870,Duke,Molenkamp,Engineer,1997-06-07,47085,1553
62381,Fay,Pfau,Engineer,1997-06-06,40000,1555
417826,Dung,Portugali,Engineer,1997-06-06,72056,1555
446326,Basem,Peak,Engineer,1997-06-05,56954,1557
284205,Valter,Falco,Engineer,1997-06-05,45523,1557
429652,Woody,Denna,Engineer,1997-06-04,56459,1558
23049,Zhenbing,Gurbaxani,Engineer,1997-06-03,40000,1559
108078,Horward,Demian,Engineer,1997-05-31,48361,1560
24423,Seshu,Feinberg,Engineer,1997-05-30,73857,1562
262178,Stein,Dalphin,Engineer,1997-05-30,40000,1562
417278,Roselyn,Aamodt,Engineer,1997-05-28,40000,1563
109090,Mircea,Bale,Engineer,1997-05-27,57456,1564
486966,Lobel,Monkewich,Engineer,1997-05-26,40000,1567
467136,Candido,Munke,Engineer,1997-05-26,68496,1567
416899,Abdelghani,Heijenga,Engineer,1997-05-26,42236,1567
239401,Bernardo,Denny,Engineer,1997-05-25,40000,1571
98063,Danco,Rusterholz,Engineer,1997-05-25,69407,1571
428842,Gennadi,Munch,Engineer,1997-05-25,70287,1571
14821,Oguz,Kilgore,Engineer,1997-05-25,42545,1571
87064,Ewing,Bednarek,Engineer,1997-05-22,52553,1572
31373,Nevin,Wuwongse,Engineer,1997-05-19,48448,1573
267793,Guther,Heydon,Engineer,1997-05-18,52454,1576
87196,Caolyn,Ozery,Engineer,1997-05-18,40000,1576
202627,Katsuyuki,Reeker,Engineer,1997-05-18,40000,1576
421118,Jessie,Quaggetto,Engineer,1997-05-16,40000,1577
62545,Chiranjit,Pleszkun,Engineer,1997-05-13,40000,1580
99269,Leaf,Gien,Engineer,1997-05-13,40000,1580
90886,Harngdar,Heusch,Engineer,1997-05-13,40000,1580
79338,Boaz,Kading,Engineer,1997-05-11,40000,1584
103350,George,Kranzdorf,Engineer,1997-05-11,40000,1584
12848,Kazuhide,Smeets,Engineer,1997-05-11,40000,1584
276749,Barna,Farrar,Engineer,1997-05-11,44797,1584
463491,Jouko,Dichev,Engineer,1997-05-10,40000,1585
44164,Becky,McClure,Engineer,1997-05-09,40000,1586
73636,Macha,Koblitz,Engineer,1997-05-07,40000,1588
215156,Kensei,Conti,Engineer,1997-05-07,40000,1588
216896,Suebskul,Pelc,Engineer,1997-05-06,40000,1591
55074,Arnould,Waeselynck,Engineer,1997-05-06,40000,1591
88015,Dmitry,Akiyama,Engineer,1997-05-06,47801,1591
69092,Sreenivas,Denna,Engineer,1997-05-05,40000,1595
485020,Zito,Zirintsis,Engineer,1997-05-05,45845,1595
98524,Anneli,Rosenbaum,Engineer,1997-05-05,51480,1595
76374,Giao,Brookman,Engineer,1997-05-05,49230,1595
49796,Edwin,Rouquie,Engineer,1997-05-02,51496,1598
262080,Rosine,Validov,Engineer,1997-05-02,40000,1598
42059,Jianhui,Czap,Engineer,1997-05-02,60089,1598
244271,Shawna,Sundgren,Engineer,1997-05-01,45977,1600
225654,Rosita,Riexinger,Engineer,1997-05-01,40000,1600
439750,Gilbert,Masaki,Engineer,1997-04-30,67546,1602
286902,Abdelghani,Cannata,Engineer,1997-04-30,40000,1602
473492,Doohun,Vuskovic,Engineer,1997-04-29,76218,1604
64084,Shao,Toyoshima,Engineer,1997-04-29,47225,1604
478406,Mabo,Mullainathan,Engineer,1997-04-27,72769,1605
234990,Mohamadou,Markovitch,Engineer,1997-04-26,61386,1609
488848,Changho,Poehlman,Engineer,1997-04-26,43992,1609
56702,Jinpo,Plessier,Engineer,1997-04-26,42763,1609
237863,Manohar,Kushnir,Engineer,1997-04-26,40000,1609
10844,Dipayan,Koprowski,Engineer,1997-04-25,40000,1610
436615,Jolita,Lortz,Engineer,1997-04-24,54629,1612
107488,Moto,Swiler,Engineer,1997-04-24,40000,1612
62723,Mitchel,Penttonen,Engineer,1997-04-23,49106,1613
427948,Uriel,Khalil,Engineer,1997-04-22,40000,1614
74408,Padma,Rodite,Engineer,1997-04-21,58467,1615
106587,Heekeun,Ranka,Engineer,1997-04-20,40000,1616
88382,Genta,Penz,Engineer,1997-04-19,40000,1617
489751,Masali,Feldmann,Engineer,1997-04-18,46731,1620
492493,Yucai,Maliniak,Engineer,1997-04-18,40000,1620
456350,Mooi,Suri,Engineer,1997-04-18,40364,1620
53275,Lokesh,Rullman,Engineer,1997-04-17,40761,1621
498082,Breannda,Czaja,Engineer,1997-04-15,40000,1622
212346,Arve,Akaboshi,Engineer,1997-04-14,40000,1623
276961,Tomoyuki,Birnbaum,Engineer,1997-04-13,40000,1625
91500,Bogdan,Kriebel,Engineer,1997-04-13,42243,1625
283934,Boutros,Emden,Engineer,1997-04-12,53629,1626
402591,Larisa,Rosaz,Engineer,1997-04-11,40000,1627
206288,Sverrir,Vrecion,Engineer,1997-04-10,56845,1629
296816,Aris,Macedo,Engineer,1997-04-10,40000,1629
21078,Shaw,Bolotov,Engineer,1997-04-09,54258,1631
205920,Mechthild,Roccetti,Engineer,1997-04-09,41921,1631
275798,Anneke,Gente,Engineer,1997-04-08,40000,1632
298693,Taiji,Basawa,Engineer,1997-04-06,40000,1633
476898,Ronghao,Bratten,Engineer,1997-04-04,53315,1634
450822,Wuxu,Furedi,Engineer,1997-04-03,40000,1637
260551,Alper,Murtha,Engineer,1997-04-03,40000,1637
22511,Sadun,Isard,Engineer,1997-04-03,40000,1637
292488,Candida,Bale,Engineer,1997-04-02,40000,1639
483981,Shuky,Halevi,Engineer,1997-04-02,40000,1639
32903,Maja,Terlouw,Engineer,1997-04-01,52832,1641
281159,Sakthirel,Bernardinello,Engineer,1997-04-01,56263,1641
12125,Shounak,Erman,Engineer,1997-03-31,41215,1642
74056,Fumitake,Ishibashi,Engineer,1997-03-28,49164,1644
296354,Lorien,Cappelletti,Engineer,1997-03-28,66928,1644
225829,Takahito,Peak,Engineer,1997-03-25,61516,1646
204706,Denis,Joslin,Engineer,1997-03-25,44348,1646
218574,Shiv,Sessa,Engineer,1997-03-23,56631,1648
459069,Charmane,Geffroy,Engineer,1997-03-23,40000,1648
248035,Chikako,Maraist,Engineer,1997-03-22,45760,1649
290474,Vasilii,Schach,Engineer,1997-03-21,51494,1650
50380,Gino,Schusler,Engineer,1997-03-20,41161,1652
290989,Mori,Lamma,Engineer,1997-03-20,49078,1652
223870,Youssef,Kobara,Engineer,1997-03-19,40000,1653
106845,Urs,Niizuma,Engineer,1997-03-18,43858,1654
21580,Debatosh,Morton,Engineer,1997-03-17,53897,1655
430524,Baoqiu,Schnabel,Engineer,1997-03-16,53266,1656
85892,Rasikan,Binkley,Engineer,1997-03-14,47405,1658
107413,Val,Markovitch,Engineer,1997-03-14,40000,1658
468574,Dines,Leijenhorst,Engineer,1997-03-13,81726,1659
222643,Shounak,Landherr,Engineer,1997-03-12,46572,1660
448524,Kwangsub,Akazan,Engineer,1997-03-10,51608,1662
107386,Nimmagadda,Uhrig,Engineer,1997-03-10,40000,1662
289461,Sergi,Anandan,Engineer,1997-03-09,40000,1663
428649,Halsur,Raoux,Engineer,1997-03-08,40895,1666
86016,Eldridge,Compeau,Engineer,1997-03-08,40000,1666
93947,Toshiki,Heyers,Engineer,1997-03-08,40553,1666
436050,Christophe,Emiris,Engineer,1997-03-07,41179,1667
230931,Petter,Hoppenstand,Engineer,1997-03-05,42766,1668
245398,Kazuhisa,Berstel,Engineer,1997-03-04,47502,1669
445124,Mariusz,Comyn,Engineer,1997-03-03,54999,1671
452739,Yinghua,Thombley,Engineer,1997-03-03,40000,1671
54254,Jianwen,Ramsey,Engineer,1997-03-02,40000,1673
17815,Shuji,Wissmann,Engineer,1997-03-02,40000,1673
88973,Ingemar,Peng,Engineer,1997-03-01,55462,1674
252763,Felicidad,Aamodt,Engineer,1997-02-28,40000,1675
281968,Byong,Mayerwieser,Engineer,1997-02-27,40000,1677
432818,Parviz,Escriba,Engineer,1997-02-27,62095,1677
15978,Kaijung,Wielonsky,Engineer,1997-02-25,40000,1678
407882,Duke,Kilgore,Engineer,1997-02-24,40000,1680
214616,Phillip,Paciorek,Engineer,1997-02-24,48421,1680
72387,Taiji,Zeilberger,Engineer,1997-02-22,40000,1681
275070,Yongdong,Maccarone,Engineer,1997-02-21,40000,1682
239121,Sumant,Beidas,Engineer,1997-02-19,41401,1684
221324,Elgin,Trumbly,Engineer,1997-02-19,40000,1684
77334,Jaber,Hegner,Engineer,1997-02-16,60836,1686
296193,Rildo,DeMori,Engineer,1997-02-16,78070,1686
475897,Manibrata,Iacovou,Engineer,1997-02-15,42237,1689
274119,Hugo,Narwekar,Engineer,1997-02-15,52843,1689
249971,Christoper,Tzvieli,Engineer,1997-02-15,57150,1689
19737,Harngdar,Cools,Engineer,1997-02-14,86017,1690
480135,Danny,Narahari,Engineer,1997-02-13,41663,1692
27023,Jinpo,Falster,Engineer,1997-02-13,40000,1692
77218,Zhilian,Hettesheimer,Engineer,1997-02-10,40449,1695
73765,Richara,Gimbel,Engineer,1997-02-10,69223,1695
28283,Quingbo,Dulay,Engineer,1997-02-10,61549,1695
64599,Trygve,Gubsky,Engineer,1997-02-09,44662,1696
221230,Yaghout,Curless,Engineer,1997-02-08,70861,1698
42623,Tayeb,Decleir,Engineer,1997-02-08,67798,1698
443573,Sanjiv,Rosiles,Engineer,1997-02-07,40000,1700
88765,Xuejun,Honglei,Engineer,1997-02-07,40000,1700
15504,Kasturi,Alpin,Engineer,1997-02-06,40000,1701
245273,Tianruo,Encarnacion,Engineer,1997-02-04,44102,1704
232127,Jamaludin,Hanabata,Engineer,1997-02-04,67237,1704
54809,Mitsuyuki,Iacovou,Engineer,1997-02-04,45624,1704
213736,Selwyn,Reistad,Engineer,1997-02-03,40000,1706
474086,Florian,Peroz,Engineer,1997-02-03,68706,1706
425442,Richara,Iacovou,Engineer,1997-02-02,51147,1708
67051,Randy,Pearson,Engineer,1997-02-02,48047,1708
218933,Kazunori,Heiserman,Engineer,1997-02-01,58805,1709
472565,Qunsheng,Henders,Engineer,1997-01-27,54016,1711
44189,Shaibal,Mitzlaff,Engineer,1997-01-27,59748,1711
217024,Valdiodio,Peternell,Engineer,1997-01-24,43810,1713
470127,Jahangir,Limongiello,Engineer,1997-01-24,50313,1713
496074,Flemming,Katiyar,Engineer,1997-01-23,54906,1714
249886,Radhika,Rossi,Engineer,1997-01-22,63142,1718
484368,Yechiam,Litvinov,Engineer,1997-01-22,79662,1718
97680,Shaowei,Ravishankar,Engineer,1997-01-22,40000,1718
84626,Yonghong,Pena,Engineer,1997-01-22,40000,1718
63520,Duro,Kermarrec,Engineer,1997-01-21,48354,1719
240540,Kazunori,Kopetz,Engineer,1997-01-20,88079,1721
72625,Moti,Nyanchama,Engineer,1997-01-20,48362,1721
448623,Tetsurou,Taubman,Engineer,1997-01-19,50470,1723
400614,Shietung,Potthoff,Engineer,1997-01-19,40000,1723
101800,Arlette,Iwayama,Engineer,1997-01-17,40000,1725
67428,Dharmaraja,Diderrich,Engineer,1997-01-17,40000,1725
100934,Goncalo,Czaja,Engineer,1997-01-15,41164,1727
46054,Udi,Bultermann,Engineer,1997-01-15,40750,1727
261817,Guadalupe,Kowalchuk,Engineer,1997-01-14,59467,1730
410721,Weiye,Schoegge,Engineer,1997-01-14,72403,1730
444946,Toshimori,Erva,Engineer,1997-01-14,40000,1730
67812,Reinhold,Reinhart,Engineer,1997-01-13,40000,1731
444662,Huan,Olivero,Engineer,1997-01-09,76851,1732
11240,Kiam,Condotta,Engineer,1997-01-06,61739,1733
417247,Udaiprakash,Farrar,Engineer,1997-01-05,48941,1734
423986,Debatosh,Alvarado,Engineer,1997-01-04,40000,1735
262700,Ishfaq,Sooriamurthi,Engineer,1997-01-03,40000,1738
231056,Margo,McAlpine,Engineer,1997-01-03,40000,1738
461751,Billie,Terlouw,Engineer,1997-01-03,40000,1738
253346,Parviz,Hedayat,Engineer,1997-01-01,52308,1743
100708,Yaghout,Pauthner,Engineer,1997-01-01,46374,1743
494149,Gully,Hoppenstand,Engineer,1997-01-01,51922,1743
21512,Pohua,Gornas,Engineer,1997-01-01,52336,1743
438288,Kshitij,Riesenhuber,Engineer,1997-01-01,40000,1743
23442,Vesna,Rindone,Engineer,1996-12-30,40000,1746
462844,Khatoun,Gini,Engineer,1996-12-30,60011,1746
427727,Ramzi,Melichar,Engineer,1996-12-30,40000,1746
10883,Shimshon,Champarnaud,Engineer,1996-12-28,40000,1749
486687,Nirmal,Marciano,Engineer,1996-12-28,41980,1749
433939,Valdiodio,Wrigley,Engineer,1996-12-28,40000,1749
72008,Soenke,Wrigley,Engineer,1996-12-27,40000,1750
457473,Shaunak,Pollock,Engineer,1996-12-26,40000,1751
52976,Alejandra,Binding,Engineer,1996-12-25,40000,1755
403481,Filipe,Eldridge,Engineer,1996-12-25,53754,1755
40471,Shir,Straney,Engineer,1996-12-25,40488,1755
436656,Rimon,Joslin,Engineer,1996-12-25,40000,1755
470550,Uno,Perng,Engineer,1996-12-24,41178,1758
60207,Koldo,Mahmud,Engineer,1996-12-24,40000,1758
484532,Arif,Vidya,Engineer,1996-12-24,40000,1758
246446,Arlette,Molenkamp,Engineer,1996-12-23,40000,1760
220428,Ult,Ranft,Engineer,1996-12-23,40000,1760
460613,Odysseas,Alpin,Engineer,1996-12-22,54265,1761
252235,Spyrose,Litzkow,Engineer,1996-12-21,40000,1764
77949,Koichi,Dusink,Engineer,1996-12-21,44249,1764
95853,Manton,Flasterstein,Engineer,1996-12-21,40000,1764
468103,Demin,Remmers,Engineer,1996-12-20,61210,1765
24363,Bowen,Biran,Engineer,1996-12-18,43392,1766
485176,Xudong,Ellozy,Engineer,1996-12-17,41507,1767
200716,Bodh,Billingsley,Engineer,1996-12-16,40000,1768
424565,Bartek,Plavsic,Engineer,1996-12-15,78517,1769
414667,Vidya,Stavenow,Engineer,1996-12-14,40000,1771
261247,Sanjiv,Munos,Engineer,1996-12-14,58994,1771
289456,Kazuhisa,Neiman,Engineer,1996-12-13,53456,1772
460673,Houman,Zallocco,Engineer,1996-12-12,77848,1774
97354,Piyush,Werthner,Engineer,1996-12-12,40000,1774
250127,Anwar,Bahl,Engineer,1996-12-11,58136,1777
90345,Willard,Liedekerke,Engineer,1996-12-11,40000,1777
212072,Lorien,Billingsley,Engineer,1996-12-11,50871,1777
236083,Marl,Scharstein,Engineer,1996-12-10,48235,1778
429307,Mohan,Uchoa,Engineer,1996-12-09,40000,1779
278495,Gilbert,Erdi,Engineer,1996-12-08,72611,1780
11415,Sanjiv,Anido,Engineer,1996-12-07,40000,1782
443928,Navid,Zschoche,Engineer,1996-12-07,40000,1782
291898,Ferdinand,Quittner,Engineer,1996-12-04,46488,1783
402772,Berthier,Cronau,Engineer,1996-12-03,49813,1786
83233,Kerryn,Giarratana,Engineer,1996-12-03,40000,1786
91034,Masali,Hopewell,Engineer,1996-12-03,47568,1786
450468,Aimee,Lakshmanan,Engineer,1996-12-01,48849,1787
444558,Ebru,Maliniak,Engineer,1996-11-29,40000,1790
103663,Bezalel,Edelhoff,Engineer,1996-11-29,40000,1790
13445,Renee,Dehkordi,Engineer,1996-11-29,53194,1790
449261,Hidefumi,Baaleh,Engineer,1996-11-28,40000,1792
30380,Jianhao,Templeman,Engineer,1996-11-28,40000,1792
42188,Ravishankar,Niizuma,Engineer,1996-11-27,51942,1793
39647,Aamer,Massonet,Engineer,1996-11-26,55875,1794
450542,Hein,Encarnacion,Engineer,1996-11-25,59797,1797
434033,Sedat,Itzfeldt,Engineer,1996-11-25,40000,1797
205559,Herbert,Portugali,Engineer,1996-11-25,66031,1797
262611,Georgy,Nitsche,Engineer,1996-11-24,49642,1799
73885,Gianluca,Farrow,Engineer,1996-11-24,40000,1799
451297,Gian,Suri,Engineer,1996-11-23,61121,1803
248340,Maris,Dalphin,Engineer,1996-11-23,40000,1803
280404,Shuji,Matheson,Engineer,1996-11-23,40000,1803
218195,Niteen,Poujol,Engineer,1996-11-23,69549,1803
57312,Muzhong,Preusig,Engineer,1996-11-22,51026,1804
